Shop / Listing,Listing Age (Days),Total Views,Daily Views,Est. Sales,Price,Est. Revenue,Hearts
"CrochetbyGeorgiaNZ:Pebbles The Penguin - PDF Crochet Pattern
Crochet, Penguin, Amigurumi, Crochet Patterns, Animals, Crochet Gift, Easy Crochet Pattern, handmade, Digital PDF, Cute, Winter, Plushie, Stuffed Animal",154,898,5.8,46,$2.67,$123,110
"quiltdoodledesigns:Fall Cat Tea Towel Applique Pattern PDF From Quilt Doodle Designs
cat, quilt, tea towel, pumpkin, halloween, fall, applique, pdf, quiltdoodledesigns, instant download",5425,496,0.1,25,$4.25,$106,53
"digieditabletemplate:Safety Plan Canva Template, Fillable, Printable,Blank PDF
Safety Plan Template, Therapist Tools, Crisis Plan, Coping Skills, Mental Health Form, Therapy Aid, Suicide Prevention, Therapist Forms, Therapist Paperwork, Counseling PDF Form, Safety Worksheet, Therapy Fillable PDF, Client Safety Form",868,837,1,43,$2.17,$93,10
"SewJewish:Passover Matzah Cover Sewing Pattern, Miriam's Song, PDF Pattern & Instructions, Jewish Sewing Craft, How to Sew Pesach Seder Matzoh Cover
matzah cover pattern, Passover sewing, sewing pattern, PDF sewing pattern, PDF pattern, Passover Seder, Miriam's Song, download, Womens Seder, Jewish sewing, applique pattern, Judaica pattern, Jewish holiday",1513,403,0.3,13,$6.50,$84,15
"LarkLaneStitchery:Hand Embroidery Pattern, PDF Pattern, Christian Verse Embroidery Pattern, Wall Decor, Christian Sayings, Downloadable TEMPLATE ONLY
embroidery, pdf, download, Embroidery Hoop, Hand Embroidery, Christian, Inspirational, Bible Verse, Botanical, Floral, DIY, Embroidery Stitches, Tea towels",566,423,0.7,21,$4.00,$84,46
"Crochetfashiondoll:PDF Korean dress for doll 11,5 inch (English Pattern)
pink, rosa, bianco, white, doll, dress, tutorial, korean, crochet, uncinetto, bambola, turchese, turquoise",1382,446,0.3,14,$5.69,$80,36
"OMyStitch:Spring Easter Willow Wreath Cross Stitch Pattern PDF | Modern, Easy to Follow Design | DMC Threads & Pattern Keeper Compatible
easter cross stitch, cozy stitch pattern, cozy cross stitch, modern cross stitch, easy to follow cross, easy cross stitch, diy cross stitch, spring cross stitch, modern wreath design, willow wreath PDF, festive spring decor, unique Easter gifts, DIY wreath project",28,265,9.5,8,$9.10,$73,30
"MadebyYuma:Crochet Bookmark Pattern - Cat Crochet Bookmark PDF and Video Tutorial with Free Crochet Pattern for heart applique
Crochet bookmark, cat bookmark, crochet cat, gifts for booklovers, cat bookmark pattern, on sale, cat crochet pattern, teachers gift, cat patterns, crochet PDF, mothers day patterns, mushyy",174,463,2.7,23,$3.00,$69,19
"EvelynAndPeter:The Sleepy Seaside Sweater PDF DIGITAL DOWNLOAD Crochet Pattern, Women's Cute Summer Crochet Top Tutorial By EvelynAndPeter, Video Tutorial
crochet pattern, evelynandpeter, crochet tutorial, pdf pattern, crochet top, sleepy seaside, crochet sweater, how to crochet, crochet clothes, cute pullover, women's top, video tutorial",6,343,57.2,11,$5.50,$60,30
"DesignersKitCo:Notebook Bundle for Kindle Scribe Hyperlinked PDF Notebook Cover for Kindle Scribe Template Planner Organiser Note Logbook Notepad Wide Rule
Hyperlinked PDF, PDF Notebook, Notebook Cover eink, Template Planner, Planner Organiser, Organiser Note, Note Logbook, Logbook Notepad, Notepad for Kindle, Kindle Wide Rule, Notebook Kindle, for Kindle Scribe, Kindle Template",90,198,2.2,6,$9.15,$55,11
"CuddleUpandStitch:Magical Mushroom House - Hand Embroidery Pattern PDF - Instant Digital Download - Fairy Tale
digital pattern, mushroom house, Colorful, hand embroidery pdf, purple mushroom, pastel colors, fairy tale style, cute nursery, little girl, magic mushroom house, cottagecore, storybook cottage, pink and purple",789,236,0.3,12,$4.50,$54,26
"AtHomeBistro:Deb's Indian Spiced Rice, PDF Recipe
rice, indian, family favorites, spicy, savory, pdf recipe, recipe, exotic, casserole, instant download, side dish, buffet food, cuisine",4886,340,0.1,17,$3.00,$51,41
"MadebyYuma:Peeking Cat Butt Coaster Crochet Pattern PDF – Cute & Fun DIY Cat Lover, Cat Mom Gifts | Instant Download
housewarming gifts, madebyyuma crochet, peeking butt cat, cat coasters, crochet cat coaster, cat coaster pattern, peeking butt pattern, diy cat lover gifts, cat moms gifts, on sale, free crochet pattern, karla bustillos, cat butt coaster pdf",166,279,1.7,14,$3.00,$42,9
