Shop / Listing,Listing Age (Days),Total Views,Daily Views,Est. Sales,Price,Est. Revenue,Hearts
"TheCNCModelShop:Funny Caveman with Laptop 3D Relief STL File for CNC Router Carving or 3D Resin Printing – Humorous Wall Art Model | IT
funny caveman stl, tech humor cnc file, caveman computer art, 3d funny wall art, prehistoric joke stl, caveman carving stl, humor cnc project, digital caveman stl, laptop joke stl, man with laptop stl, cartoon cnc relief, caveman laptop, confused caveman",1,0,0,0,$8.50,$0,0
"Talentsandbeads:Salicylate Ointment for Pain Relief/Pain Relief Balm/ Relief for Pain associated with Rheumatism, Backaches, Strains, and Sprains
TAO Pain Relief, Pain Relief Ointment, Muscle Relief, Rheumatism Relief, Arthritis Relief, White Ointment, Strains Relief, Sprains Relief",1,0,0,0,$17.49,$0,0
"MyNerdiness:Worry Warts Frog Amigurumi, Anxiety Relief Companion, Faire Trinket, Tiny Stress Relief Frog, Self-Care Gift for Friend, Mindfulness Frog
mini amigurumi frog, anxiety relief frog, stress relief fidget, worry doll, worry wart, mindfulness reminder, therapy frog crochet, hamdmade crochet, small stress toy, miniature amigurumi, mental health gift, cute frog gift, mini plush frog",1,0,0,0,$3.00,$0,0
"HealingWindsReiki:Reiki Charged Carnelian Chip Bracelet -  Stress Relief, Motivation, Self Confidence - New Age Gift, Metaphysical Jewelry, Stretch Bracelet
Reiki Charged, Carnelian Bracelet, Charged Carnelian, Reiki Carnelian, Carnelian Chip, New Age Carnelian, Burnt Orange Jewelry, Stress Relief, Motivation Bracelet, New Age Gift, Metaphysical Jewelry, Stretch Bracelet, Self Confidence",2349,0,0,0,$16.95,$0,24
"Kuzeyoku:Illinois 01 - Shaded Relief Map - Wall Decor - Topography - Art Print - Unique Gift
Elevation Map, Vintage Map, topography map, Map print, shaded relief map, old maps, Illinois state map, Illinois map print, Illinois elevation, Illinois vintage map, Illinois 3d print, Illinois wall map, Illinois relief map",1105,94,0.1,0,$65.00,$0,3
"MSMmarket:flowers, love, mandala, floral patterns, stress relief, adult coloring, decorative circles, romantic, hand-drawn, detailed design
flowers, love, mandala, floral patterns, heart, coloring book, stress relief, adult coloring, decorative circles, romantic, hand-drawn, detailed design, mindfulness",1,0,0,0,$0.70,$0,0
"carlainc:WILLIAM GROPPER Relief 1939 Vintage Drypoint Etching Lithograph Art Print
1939, black and white, Lithograph, American Print, George Miller, Fine art Print, Printmaker, William Gropper, Relief",2291,0,0,0,$20.00,$0,2
"CavallettaCandleCo:Stress Relief Soy Candle - Anxiety Relief Candle - Self Care Calming Candle - Today I Will Not Stress Over the Things I Cannot Control
Stress Relief Candle, Self Care Candle, Calming Candle, Anxiety Relief, Candle, Today I will not, stress over the, things I cannot, control, Stress relief, Gemstone Candle, Relaxing Candle, Eucalyptus Candle",909,0,0,0,$11.00,$0,5
"IESACNCSTORE:Cnc Router Panel Relief Files Mega Bundle, +40 Pcs Wall Decor, Stl File For CNC Router, Stl Files For Cnc Cutter, Engraver
cnc router file, ai cnc files, cnc pack, cnc router bundle, cnc file for wood, stl file for cnc, dxf cnc router files, lasercut ai files, stl relief files, wall decor relief, 3d cnc router file, ornament cnc file, panel stl relief",11,24,2.2,0,$9.80,$0,1
"JoyWellnessCo:Deep Breaths Essential Oil Blend for Sinus Relief | Breathe Easy | Natural Cold Support | Diffuser Blend | Laundry Freshener
Essential Oils, Pure Essential Oils, Breathe Easy Blend, Natural Cold Relief, Aromatherapy Blend, Sinus Relief",122,36,0.3,0,$20.00,$0,0
"TheCNCModelShop:Winter Rainy Day Teddy Bear 3D Relief STL File for CNC Router Carving or 3D Resin Printing – Cozy Holiday Bear Model
winter bear stl, teddy bear carving, cnc bear relief, holiday bear model, cute bear stl, bear wall art file, christmas cnc file, winter decor stl, bear with hat scarf, cozy animal stl, cnc kids design, 3d bear carving, festive bear stl",1,0,0,0,$8.50,$0,0
"CavallettaCandleCo:Mini Stress Relief Soy Candle - Anxiety Relief Candle - Self Care Calming Candle - Today I Will Not Stress Over the Things I Cannot Control
Stress Relief Candle, Stress Relief Gift, Today I will not, stress over the, things I cannot, control, Quote Candle, Eucalyptus Candle, Peppermint Candle, Anxiety Relief, Candle, Aromatherapy Candle, Aromatherapy",835,0,0,0,$5.50,$0,4
"PrintVentStudios:Calm the Chaos | Anxiety & Stress Relief eBook | Mindfulness for Inner Peace | Digital Download for Mental Wellness
anxiety relief ebook, mindfulness guide, stress management, nervous system reset, calm the chaos, self help book, mental wellness, self care routine, anxiety, calming ebook, mindfulness product, mental clarity guide, mobile ebook",1,0,0,0,$10.60,$0,0
"CrownedInVintage:White-Gold, Beaded, Necklace, Relief, Collar Necklace, Different Size Beads, Jewelry, Accessory, Vintage, ~ 20-01-595
White-Gold, Beaded, Necklace, Relief, Collar Necklace, Different Size Beads, Metal Clasp, Accessory, Vintage",1155,14,0,0,$14.95,$0,2
