Shop / Listing,Listing Age (Days),Total Views,Daily Views,Est. Sales,Price,Est. Revenue,Hearts
"IdentityMattersShop:Personalized Lion of Judah Journal – Custom Name Vegan Leather Notebook for Men – Christian Gift with Revelation 5:5 Bible Verse
Lion, Lion of Judah, Lamb of God, Mens Journal, Mens Notebook, Mens Bible Journal, Leather Journal, Vegan Leather Book, Lined Journal, Christian Gift, Bible Study Gift, journal for men, leather notebook",1,0,0,0,$35.00,$0,0
"DazzlingDrops:Mental Load Manager Journal, Emotional Labor Planner, Invisible Work Organizer, Mom Gift Notebook, Default Parent Self Care Planner
mental load journal, emotional labor, invisible work, default parent gift, mom gift notebook, caregiver planner, self care journal, burnout journal, planner for moms, family organizer, human sticky note, busy mom gift, task tracker journal",1,0,0,0,$40.88,$0,0
"BrilliantExpressCo:Personalized Barber Journal - Barber Gift, Gift for New Barber, Barber Dad Gift, Barber Shop Owner, Fathers Day Gift, Barber Graduation Gift
barber, barber gifts, barber gift, barber shop, barber shop owner, barber dad gift, fathers day gift, gift for barber, dad barber gift, new barber gift, barber graduation, personalized gift, barber christmas",449,21,0,0,$52.99,$0,0
"TheGiftHausCompany:mental health journal, self care journal, empowering gift for women, i am enough, gratitude journal, self-care undated, mindfulness journal
new year planner, new years goals, resolutions planner, journaling gift, prayer journal, gratitude journal, faith journal, wellness journal, journal for women, mindfulness journal, manifesting journal, christian gifts, women prayer journal",124,6,0,0,$39.95,$0,0
"FreedomByExpression:Personalized March Birth Flower Journal, March Birth Month Flower Journal
birth month flower, personalized journal, birth flower gift, birth flower journal, custom journal, personalized gift, prayer journal, birth month gift, birth flower, gift for her, custom notebook, birthday gift, gratitude journal",426,4,0,0,$29.95,$0,0
"PrintedArtGiftStore:Graphic Leather Journal for Men | Rise Like the Phoenix!
personalized journal, customized journal, custom notebook, valentines gift, teacher journal, journal for men, motivational gift, motivational journal, leather journal, gift for him, men's journal, father's day gift, notebook for men",63,3,0,0,$29.95,$0,0
"GoldStarValue:Personalized Sobriety Leather Journal, Sober Anniversary Gift, Addiction Recovery Gift, Encouragement Notebook, Custom Sober Milestone Gift
sobriety gift, sober gift, encouragement gift, sober anniversary, custom journal, addiciton recovery, motivational gift, personalized gift, soberversary gift, leather journal, milestone gift, mental health gift, new beginnings",68,3,0,0,$40.00,$0,0
"WedgeportGifts:Personalized Leather Journal, Custom Notebook, To My Daughter Diary, Journal for Women, Gratitude Journal, Travel Journal, Sentimental Gifts
Dad to Daughter Gift, Father Daughter Gift, Gift for Daughter, Daughter Keepsake, Graduation from Dad, Wedding Gift Dad, Daughter Birthday, Inspirational Gift, Daughter Memory, To My Daughter, Unique Daughter, Sentimental Gift, Encouragement Gift",112,0,0,0,$32.95,$0,0
"allthingsleyka:Funny Leather Journal, Vegan Leather Cover, Personalized Journal, Writing Notebook, Gift For Writers, Diary, 99 problems quote journal
gift for employee, gift for coworker, gift for mentor, name journal, leather journal, custom gift for her, custom notebook, professional gift, funnies raccoon, raccoon journal, vegan journal gift, vegan journal, person journaling",5,0,0,0,$21.76,$0,0
"TheHeartGiftsCo:New Chapter Vegan Leather Journal – Retirement Gift for Boss, Principal, or Coworker
personalized gift, gifts for women, coworker retirement, gifts for men, nurse retirement, principal retirement, teacher retirement, police retirement, police officer, personalized journal, retirement gift, new chapter, farewell gift",86,0,0,0,$34.06,$0,0
